,date,symbol,action,close,strategy,confidence,tp,sl,rsi,regime,verdict_reason
143,2026-04-23T19:59:00.000Z,GLD,HOLD,431.25,Bollinger + RSI (Spike-Aware),0.06,,,53,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
36,2026-04-23T18:24:00.000Z,GLD,HOLD,432.7999877929688,Bollinger + RSI (Spike-Aware),0.13620000000000004,,,56.81,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
35,2026-04-23T18:22:00.000Z,GLD,HOLD,432.6099853515625,Bollinger + RSI (Spike-Aware),0.033799999999999955,,,48.31,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
34,2026-04-23T18:22:00.000Z,GLD,HOLD,432.6099853515625,Bollinger + RSI (Spike-Aware),0.033799999999999955,,,48.31,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
33,2026-04-23T18:21:00.000Z,GLD,HOLD,432.7550048828125,Bollinger + RSI (Spike-Aware),0.11959999999999994,,,55.98,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
32,2026-04-23T18:20:00.000Z,GLD,HOLD,432.80999755859375,Bollinger + RSI (Spike-Aware),0.18280000000000002,,,59.14,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
31,2026-04-23T18:19:00.000Z,GLD,HOLD,432.7950134277344,Bollinger + RSI (Spike-Aware),0.1714,,,58.57,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
30,2026-04-23T18:18:00.000Z,GLD,HOLD,432.7950134277344,Bollinger + RSI (Spike-Aware),0.1714,,,58.57,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
29,2026-04-23T18:17:00.000Z,GLD,HOLD,432.7999877929688,Bollinger + RSI (Spike-Aware),0.17579999999999998,,,58.79,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
28,2026-04-23T18:16:00.000Z,GLD,HOLD,432.7200012207031,Bollinger + RSI (Spike-Aware),0.13040000000000007,,,56.52,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
27,2026-04-23T18:14:00.000Z,GLD,HOLD,432.7799987792969,Bollinger + RSI (Spike-Aware),0.17859999999999998,,,58.93,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
26,2026-04-23T18:14:00.000Z,GLD,HOLD,432.7799987792969,Bollinger + RSI (Spike-Aware),0.17859999999999998,,,58.93,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
25,2026-04-23T18:13:00.000Z,GLD,HOLD,432.7524108886719,Bollinger + RSI (Spike-Aware),0.16599999999999995,,,58.3,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
24,2026-04-23T18:11:00.000Z,GLD,HOLD,432.8198852539063,Bollinger + RSI (Spike-Aware),0.21359999999999998,,,60.68,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
23,2026-04-23T18:10:00.000Z,GLD,HOLD,433.1400146484375,Bollinger + RSI (Spike-Aware),0.41039999999999993,,,70.52,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
22,2026-04-23T18:09:00.000Z,GLD,HOLD,432.489990234375,Bollinger + RSI (Spike-Aware),0.16659999999999997,,,58.33,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
21,2026-04-23T18:08:00.000Z,GLD,HOLD,432.5899963378906,Bollinger + RSI (Spike-Aware),0.23659999999999998,,,61.83,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
20,2026-04-23T18:07:00.000Z,GLD,HOLD,432.8198852539063,Bollinger + RSI (Spike-Aware),0.40900000000000003,,,70.45,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
19,2026-04-23T18:06:00.000Z,GLD,HOLD,432.9500122070313,Bollinger + RSI (Spike-Aware),0.5154,,,75.77,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
18,2026-04-23T18:05:00.000Z,GLD,HOLD,432.7900085449219,Bollinger + RSI (Spike-Aware),0.47180000000000005,,,73.59,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
17,2026-04-23T18:04:00.000Z,GLD,HOLD,432.7999877929688,Bollinger + RSI (Spike-Aware),0.47919999999999985,,,73.96,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
16,2026-04-23T18:03:00.000Z,GLD,HOLD,432.7250061035156,Bollinger + RSI (Spike-Aware),0.46120000000000005,,,73.06,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
15,2026-04-23T18:02:00.000Z,GLD,HOLD,432.6650085449219,Bollinger + RSI (Spike-Aware),0.4475999999999999,,,72.38,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
14,2026-04-23T18:01:00.000Z,GLD,HOLD,432.5849914550781,Bollinger + RSI (Spike-Aware),0.43060000000000004,,,71.53,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
13,2026-04-23T18:00:00.000Z,GLD,HOLD,432.6000061035156,Bollinger + RSI (Spike-Aware),0.4380000000000001,,,71.9,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
12,2026-04-23T17:59:00.000Z,GLD,HOLD,432.3999938964844,Bollinger + RSI (Spike-Aware),0.40120000000000006,,,70.06,,RSI overbought alone is not a short trigger; intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed
11,2026-04-23T17:58:00.000Z,GLD,HOLD,432,Bollinger + RSI (Spike-Aware),0.3225999999999999,,,66.13,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
10,2026-04-23T17:57:00.000Z,GLD,HOLD,432.0600891113281,Bollinger + RSI (Spike-Aware),0.34620000000000006,,,67.31,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
9,2026-04-23T17:56:00.000Z,GLD,HOLD,431.6900024414063,Bollinger + RSI (Spike-Aware),0.2756,,,63.78,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
8,2026-04-23T17:55:00.000Z,GLD,HOLD,431.0400085449219,Bollinger + RSI (Spike-Aware),0.12819999999999993,,,56.41,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
7,2026-04-23T17:54:00.000Z,GLD,HOLD,431.2999877929688,Bollinger + RSI (Spike-Aware),0.21620000000000006,,,60.81,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
6,2026-04-23T17:52:00.000Z,GLD,HOLD,429.9100036621094,Bollinger + RSI (Spike-Aware),0.18299999999999997,,,40.85,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
5,2026-04-23T17:52:00.000Z,GLD,HOLD,429.9100036621094,Bollinger + RSI (Spike-Aware),0.18299999999999997,,,40.85,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
4,2026-04-23T17:51:00.000Z,GLD,HOLD,430.0799865722656,Bollinger + RSI (Spike-Aware),0.13040000000000007,,,43.48,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
2,2026-04-23T17:45:00.000Z,GLD,HOLD,429.260009765625,Bollinger + RSI (Spike-Aware),0.7615999999999999,,,11.92,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
3,2026-04-23T17:45:00.000Z,GLD,HOLD,429.260009765625,Bollinger + RSI (Spike-Aware),0.7615999999999999,,,11.92,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
1,2026-04-23T17:44:00.000Z,GLD,HOLD,429.739990234375,Bollinger + RSI (Spike-Aware),0.7084,,,14.58,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
0,2026-04-23T17:43:00.000Z,GLD,HOLD,429.8599853515625,Bollinger + RSI (Spike-Aware),0.693,,,15.35,,intraday pullback short not confirmed; shock reversal short not confirmed; cascade breakdown short not confirmed; shock rebound long not confirmed; normal_short_sig=false
